numeropol;freq_paiement;langue;type_prof;alimentation;type_territoire;utilisation;presence_alarme;marque_voiture;sexe;nbsin;exposition;cout;age;duree_permis
227;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;HONDA;F;0;1;0;52;26
228;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;HONDA;F;0;0.997260274;0;53;27
229;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;HONDA;F;0;0.126027397;0;54;28
230;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;oui;HONDA;F;0;0.032876712;0;54;28
231;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;non;HONDA;F;0;0.002739726;0;54;28
232;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;non;HONDA;F;0;0.997260274;0;55;29
233;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;non;HONDA;F;1;1;3066.46;56;30
234;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;non;HONDA;F;0;0.002739726;0;57;31
235;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-quotidien;non;HONDA;F;0;0.057534247;0;57;31
236;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-occasionnel;non;HONDA;F;0;0.739726027;0;58;32
237;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-occasionnel;non;HONDA;F;0;0.254794521;0;58;32
238;annuel;A;Hockeyeur;Carnivore;Urbain;Travail-occasionnel;non;HONDA;F;0;0.810958904;0;59;33
239;annuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;NISSAN;M;0;0.997260274;0;43;24
240;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.304109589;0;46;25
241;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.997260274;0;47;26
242;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.257534247;0;48;27
243;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.736986301;0;48;27
244;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;2;0.909589041;2773.16;49;28
245;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.084931507;0;50;29
246;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;1;0;50;29
247;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.342465753;0;52;31
248;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.997260274;0;53;32
249;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;AUDI;F;0;0.997260274;0;41;21
250;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;AUDI;F;0;0.997260274;0;42;22
251;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;AUDI;F;1;0.997260274;209.39;43;23
252;mensuel;F;Hockeyeur;Végétarien;Semi-urbain;Travail-quotidien;non;AUDI;F;0;1;0;44;24
253;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;AUDI;F;0;0.057534247;0;45;25
254;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;AUDI;F;0;0.095890411;0;45;25
255;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;MERCEDES-BENZ;F;0;0.838356164;0;45;25
256;mensuel;F;Hockeyeur;Carnivore;Semi-urbain;Travail-quotidien;non;MERCEDES-BENZ;F;0;1;0;48;28
257;annuel;A;Informaticien;Végétarien;Urbain;Loisir;non;FORD;M;0;1;0;32;15
258;annuel;A;Informaticien;Carnivore;Urbain;Loisir;non;FORD;M;0;0.580821918;0;33;16
259;annuel;A;Informaticien;Carnivore;Urbain;Loisir;non;FORD;M;0;0.41369863;0;34;17
260;annuel;A;Informaticien;Carnivore;Urbain;Loisir;non;FORD;M;1;0.997260274;235.53;34;17
261;annuel;A;Informaticien;Carnivore;Urbain;Loisir;non;FORD;M;0;0.243835616;0;35;18
262;annuel;A;Technicien;Carnivore;Urbain;Loisir;non;FORD;F;0;0.254794521;0;35;18
263;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;1;1;3567.36;35;15
264;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;36;16
265;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;37;17
266;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.997260274;0;38;18
267;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;0;1;0;39;19
268;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;0;0.673972603;0;41;21
269;annuel;A;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;HONDA;F;1;0.320547945;271.68;41;21
270;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;1;0;45;22
271;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.997260274;0;46;23
272;annuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;oui;VOLKSWAGEN;F;0;0.610958904;0;47;24
273;annuel;A;Technicien;Carnivore;Urbain;Loisir;oui;VOLKSWAGEN;F;1;0.383561644;136.89;47;24
274;annuel;A;Technicien;Carnivore;Urbain;Loisir;oui;VOLKSWAGEN;F;0;0.997260274;0;48;25
275;annuel;A;Technicien;Végétarien;Urbain;Loisir;oui;VOLKSWAGEN;F;1;0.073972603;166.89;49;26
276;annuel;A;Technicien;Végétarien;Urbain;Loisir;oui;VOLKSWAGEN;F;0;0.030136986;0;49;26
277;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.032876712;0;35;15
278;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.457534247;0;35;15
279;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.504109589;0;35;15
280;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;1;0.997260274;237.41;36;16
281;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.997260274;0;37;17
282;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.997260274;0;38;18
283;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;1;0;39;19
284;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.997260274;0;41;21
285;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.997260274;0;42;22
286;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;1;0;43;23
287;annuel;F;Autre;Végétarien;Semi-urbain;Travail-occasionnel;oui;SUBARU;F;0;0.791780822;0;29;10
288;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;Autres;M;0;1;0;35;15
289;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;oui;Autres;M;0;0.997260274;0;36;16
290;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.997260274;0;38;18
291;mensuel;F;Infirmière;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;M;0;0.997260274;0;41;21
292;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SEAT;M;0;0.997260274;0;55;31
293;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;SEAT;M;0;0.298630137;0;56;32
294;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;SEAT;M;0;0.383561644;0;57;33
295;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;SEAT;M;0;0.339726027;0;58;34
296;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;oui;SEAT;M;0;0.843835616;0;58;34
297;annuel;A;Informaticien;Végétalien;Urbain;Travail-quotidien;non;VOLKSWAGEN;F;1;1;1399.24;45;20
298;annuel;A;Informaticien;Végétalien;Urbain;Travail-quotidien;non;VOLKSWAGEN;F;0;0.997260274;0;47;22
299;annuel;A;Informaticien;Végétalien;Urbain;Travail-quotidien;non;VOLKSWAGEN;F;0;0.997260274;0;48;23
300;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;BMW;M;0;0.602739726;0;44;13
301;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;BMW;M;0;0.194520548;0;44;13
302;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;GM;M;0;0.17260274;0;45;14
303;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;GM;M;0;0.454794521;0;45;14
304;mensuel;A;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;M;1;0.997260274;855.77;33;14
305;mensuel;A;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;M;1;0.997260274;879.47;34;15
306;mensuel;A;Actuaire;Carnivore;Urbain;Travail-occasionnel;non;TOYOTA;M;0;0.852054795;0;35;16
307;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;1;1;1470.5;45;15
308;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;1;0;49;19
309;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.997260274;0;50;20
310;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.84109589;0;51;21
311;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;0.002739726;0;52;22
312;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;MERCEDES-BENZ;M;0;1;0;53;23
313;mensuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;non;GM;M;0;1;0;24;10
314;mensuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;non;GM;M;0;0.997260274;0;25;11
315;mensuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;non;GM;M;0;0.235616438;0;26;12
316;mensuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;0;0.04109589;0;26;12
317;mensuel;A;Médecin;Végétarien;Urbain;Travail-occasionnel;non;VOLKSWAGEN;M;0;0.668493151;0;26;12
318;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;TOYOTA;F;0;0.997260274;0;63;21
319;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;TOYOTA;F;0;0.205479452;0;65;23
320;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;TOYOTA;F;0;0.997260274;0;65;23
321;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;TOYOTA;F;0;1;0;66;24
322;annuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;TOYOTA;F;1;0.97260274;38.48;67;25
323;mensuel;F;Ingénieur;Carnivore;Semi-urbain;Travail-quotidien;non;AUDI;M;0;0.22739726;0;62;33
324;mensuel;A;Informaticien;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;0;1;0;61;28
325;mensuel;A;Informaticien;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;0;0.997260274;0;62;29
326;mensuel;A;Informaticien;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;0;0.997260274;0;63;30
327;mensuel;A;Informaticien;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;0;0.997260274;0;64;31
328;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;0;0.342465753;0;66;33
329;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;0;0.997260274;0;66;33
330;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;0;0.780821918;0;68;35
331;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;RENAULT;M;0;0.21369863;0;69;36
332;annuel;F;Informaticien;Carnivore;Rural;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.997260274;0;32;14
333;annuel;F;Informaticien;Carnivore;Rural;Travail-occasionnel;non;VOLKSWAGEN;F;0;0.745205479;0;33;15
334;mensuel;F;Avocat;Carnivore;Rural;Travail-occasionnel;oui;HONDA;F;0;0.865753425;0;35;10
335;mensuel;F;Avocat;Carnivore;Rural;Travail-occasionnel;oui;GM;F;0;0.131506849;0;36;11
336;mensuel;F;Avocat;Carnivore;Rural;Travail-occasionnel;oui;GM;F;0;0.997260274;0;36;11
337;mensuel;F;Avocat;Carnivore;Rural;Travail-occasionnel;oui;GM;F;0;0.997260274;0;37;12
338;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;FORD;F;0;0.276712329;0;39;14
339;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.720547945;0;39;14
340;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;40;15
341;mensuel;F;Avocat;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;42;17
342;mensuel;F;Technicien;Végétalien;Semi-urbain;Loisir;oui;VOLKSWAGEN;F;0;0.956164384;0;57;27
343;mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;VOLKSWAGEN;F;0;0.04109589;0;58;28
344;mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;VOLKSWAGEN;F;0;0.997260274;0;58;28
345;mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;VOLKSWAGEN;F;0;0.997260274;0;59;29
346;mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;VOLKSWAGEN;F;2;0.997260274;1148.88;60;30
347;mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;VOLKSWAGEN;F;0;0.043835616;0;61;31
348;mensuel;F;Technicien;Végétarien;Semi-urbain;Loisir;oui;VOLKSWAGEN;F;1;0.879452055;1235.11;61;31
349;mensuel;F;Ingénieur;Végétalien;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.997260274;0;63;36
350;mensuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.997260274;0;64;37
351;mensuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.079452055;0;65;38
352;mensuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-occasionnel;non;FORD;M;0;0.915068493;0;65;38
353;mensuel;F;Ingénieur;Végétarien;Semi-urbain;Travail-occasionnel;non;FORD;M;0;1;0;66;39
354;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;SUBARU;M;0;1;0;49;28
355;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;SUBARU;M;1;0.997260274;777.01;50;29
356;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;SUBARU;M;0;0.997260274;0;51;30
357;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;SUBARU;M;0;0.997260274;0;52;31
358;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;SUBARU;M;0;1;0;53;32
359;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;SUBARU;M;0;0.715068493;0;54;33
360;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;SUBARU;M;0;0.279452055;0;55;34
361;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;35;14
362;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;36;15
363;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;F;0;1;0;37;16
364;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;38;17
365;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;39;18
366;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;F;0;0.997260274;0;40;19
367;annuel;F;Médecin;Végétarien;Urbain;Travail-quotidien;oui;DAIHATSU;F;0;1;0;62;28
368;annuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;DAIHATSU;F;0;0.394520548;0;64;30
369;annuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;DAIHATSU;F;0;0.260273973;0;64;30
370;annuel;F;Médecin;Végétarien;Semi-urbain;Travail-quotidien;oui;DAIHATSU;F;0;0.734246575;0;65;31
371;mensuel;F;Avocat;Carnivore;Rural;Travail-quotidien;non;AUDI;M;0;0.567123288;0;31;11
372;mensuel;F;Technicien;Végétalien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;1;1;2590.29;48;10
373;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.997260274;0;49;11
374;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.997260274;0;50;12
375;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.997260274;0;51;13
376;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.073972603;0;52;14
377;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.323287671;0;52;14
378;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.597260274;0;52;14
379;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;1;0.769863014;61.56;53;15
380;mensuel;A;Informaticien;Végétarien;Urbain;Travail-occasionnel;oui;BMW;M;0;0.389041096;0;32;11
381;mensuel;A;Informaticien;Végétarien;Urbain;Travail-occasionnel;oui;BMW;M;0;0.605479452;0;32;11
382;mensuel;A;Informaticien;Végétarien;Urbain;Travail-occasionnel;oui;BMW;M;1;0.997260274;413.35;33;12
383;mensuel;A;Informaticien;Végétarien;Urbain;Travail-occasionnel;oui;BMW;M;0;0.452054795;0;34;13
384;mensuel;A;Informaticien;Végétarien;Urbain;Travail-occasionnel;oui;BMW;M;0;0.545205479;0;34;13
385;annuel;F;Médecin;Carnivore;Semi-urbain;Travail-quotidien;oui;RENAULT;M;0;0.468493151;0;58;25
386;annuel;F;Médecin;Carnivore;Semi-urbain;Travail-quotidien;oui;RENAULT;M;0;0.02739726;0;59;26
387;annuel;F;Médecin;Carnivore;Semi-urbain;Travail-quotidien;oui;RENAULT;M;0;0.498630137;0;59;26
388;annuel;F;Médecin;Carnivore;Semi-urbain;Travail-quotidien;oui;RENAULT;M;0;0.997260274;0;59;26
389;mensuel;F;Technicien;Carnivore;Rural;Travail-quotidien;non;SUBARU;M;0;0.216438356;0;44;10
390;mensuel;F;Technicien;Carnivore;Rural;Travail-quotidien;non;SUBARU;M;1;0.780821918;2632.65;44;10
391;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;SUBARU;M;0;0.580821918;0;46;12
392;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;SUBARU;M;0;0.997260274;0;47;13
393;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;SUBARU;M;0;1;0;48;14
394;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;SUBARU;M;0;0.997260274;0;49;15
395;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-quotidien;non;SUBARU;M;0;1;0;52;18
396;mensuel;F;Actuaire;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.912328767;0;48;27
397;mensuel;F;Actuaire;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.084931507;0;49;28
398;mensuel;F;Actuaire;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.997260274;0;50;29
399;mensuel;F;Actuaire;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.997260274;0;51;30
400;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;1;0;52;31
401;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.997260274;0;53;32
402;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.997260274;0;54;33
403;mensuel;F;Actuaire;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.580821918;0;61;31
404;mensuel;F;Actuaire;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.41369863;0;61;31
405;mensuel;F;Actuaire;Végétarien;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.38630137;0;62;32
406;mensuel;F;Actuaire;Carnivore;Semi-urbain;Travail-occasionnel;non;GM;M;0;0.997260274;0;63;33
407;mensuel;F;Actuaire;Végétalien;Semi-urbain;Travail-occasionnel;oui;AUDI;M;0;0.424657534;0;51;30
408;mensuel;F;Technicien;Végétarien;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;0;0.997260274;0;49;13
409;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;M;1;1;2724.73;52;16
410;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;GM;M;0;0.583561644;0;67;35
411;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;GM;M;0;0.997260274;0;68;36
412;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;GM;M;0;0.997260274;0;69;37
413;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;oui;GM;M;0;0.8;0;70;38
414;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;GM;M;0;0.194520548;0;71;39
415;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;GM;M;1;1;155.17;71;39
416;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;GM;M;0;0.997260274;0;72;40
417;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;GM;M;0;0.997260274;0;73;41
418;mensuel;A;Ingénieur;Carnivore;Urbain;Travail-quotidien;non;GM;M;0;0.997260274;0;74;42
419;mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;RENAULT;M;0;0.468493151;0;28;10
420;mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;GM;M;0;0.997260274;0;29;11
421;mensuel;F;Technicien;Végétarien;Urbain;Travail-occasionnel;oui;GM;M;0;0.635616438;0;30;12
422;mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;oui;GM;F;0;0.997260274;0;37;16
423;mensuel;F;Informaticien;Végétarien;Semi-urbain;Travail-occasionnel;oui;GM;F;0;0.997260274;0;38;17
424;mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;oui;GM;F;0;0.997260274;0;39;18
425;mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;oui;GM;F;0;1;0;40;19
426;mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;oui;GM;F;1;0.145205479;16085.36;41;20
427;mensuel;F;Informaticien;Carnivore;Semi-urbain;Travail-occasionnel;oui;PEUGEOT;F;0;0.246575342;0;42;21
428;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;oui;NISSAN;M;0;1;0;42;20
429;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;oui;NISSAN;M;0;0.997260274;0;44;22
430;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;oui;NISSAN;M;0;0.353424658;0;45;23
431;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;non;NISSAN;M;0;0.008219178;0;45;23
432;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;non;NISSAN;M;0;0.021917808;0;47;25
433;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;non;NISSAN;M;2;0.506849315;43398.61;47;25
434;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;non;NISSAN;M;0;0.487671233;0;47;25
435;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;non;NISSAN;M;0;0.997260274;0;48;26
436;mensuel;F;Technicien;Carnivore;Rural;Travail-occasionnel;non;NISSAN;M;0;0.282191781;0;49;27
437;mensuel;F;Technicien;Carnivore;Urbain;Travail-occasionnel;non;NISSAN;M;0;0.712328767;0;49;27
438;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;1;0;32;18
439;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.997260274;0;33;19
440;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.997260274;0;34;20
441;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;oui;RENAULT;F;0;0.61369863;0;35;21
442;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;0;0.380821918;0;36;22
443;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;1;0.997260274;690.96;37;23
444;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;0;0.997260274;0;38;24
445;mensuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;PEUGEOT;F;0;0.997260274;0;39;25
446;annuel;F;Technicien;Carnivore;Semi-urbain;Travail-occasionnel;non;RENAULT;M;0;0.421917808;0;34;16
447;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;VOLVO;F;0;1;0;58;20
448;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;VOLVO;F;0;0.602739726;0;61;23
449;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;VOLVO;F;0;0.391780822;0;61;23
450;annuel;A;Informaticien;Carnivore;Urbain;Travail-occasionnel;oui;VOLVO;F;0;0.293150685;0;62;24
451;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;MAZDA;M;0;0.342465753;0;36;15
452;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;MAZDA;M;1;0.654794521;366.79;36;15
453;mensuel;A;Technicien;Carnivore;Urbain;Travail-occasionnel;non;MAZDA;M;1;0.997260274;902.52;37;16
